SCHOOL,State,State (full),Latitude,Longitude,SCHOOLKEY,SEASON,SCHOOLDIVISION,SCHOOLCONFERENCEABBR,Phils/Brewers List,Dummy
University of Wisconsin Extension,WI,WISCONSIN,43.07384,-89.397419,"7,519",2019,,WI,,1
University of Wisconsin-Eau Claire,WI,WISCONSIN,44.798431,-91.500432,"7,520",2019,,WI,,1
University of Wisconsin-Green Bay,WI,WISCONSIN,44.532298,-87.919973,"7,521",2019,,WI,,1
University of Wisconsin-La Crosse,WI,WISCONSIN,43.815295,-91.230149,"2,258",2019,3,Wisconsin Intercollegiate Athletic Conference,X,1
University of Wisconsin-Madison,WI,WISCONSIN,43.073858,-89.405356,"7,522",2019,,WI,,1
University of Wisconsin-Milwaukee,WI,WISCONSIN,43.076848,-87.880488,"2,272",2019,1,Horizon League,X,1
University of Wisconsin-Oshkosh,WI,WISCONSIN,44.024985,-88.549282,"2,259",2019,3,Wisconsin Intercollegiate Athletic Conference,X,1
University of Wisconsin-Parkside,WI,WISCONSIN,42.647718,-87.855231,"2,260",2019,2,Great Lakes Valley Conference,,1
University of Wisconsin-Platteville,WI,WISCONSIN,42.733936,-90.492709,"2,261",2019,3,Wisconsin Intercollegiate Athletic Conference,,1
University of Wisconsin-River Falls,WI,WISCONSIN,44.852647,-92.625316,"7,523",2019,,WI,,1
University of Wisconsin-Stevens Point,WI,WISCONSIN,44.529582,-89.570934,"2,262",2019,3,Wisconsin Intercollegiate Athletic Conference,,1
University of Wisconsin-Stout,WI,WISCONSIN,44.873187,-91.926653,"2,263",2019,3,Wisconsin Intercollegiate Athletic Conference,,1
University of Wisconsin-Superior,WI,WISCONSIN,46.717629,-92.091007,"2,264",2019,3,Wisconsin Intercollegiate Athletic Conference,X,1
University of Wisconsin-System Administration,WI,WISCONSIN,43.075103,-89.406709,"7,524",2019,,WI,,1
University of Wisconsin-Whitewater,WI,WISCONSIN,42.835563,-88.742368,"2,265",2019,3,Wisconsin Intercollegiate Athletic Conference,X,1
University of Wyoming,WY,WYOMING,41.311773,-105.57931,"7,525",2019,,WY,,1
University School of Jackson,TN,TENNESSEE,,,"2,266",2019,HS,TN,X,1
University System of Maryland,MD,MARYLAND,39.286077,-76.605479,"7,526",2019,,MD,,1
University System of Maryland-Research Centers,MD,MARYLAND,39.004723,-76.954273,"7,527",2019,,MD,,1
University System of New Hampshire System Office,NH,NEW HAMPSHIRE,43.212833,-71.494937,"7,528",2019,,NH,,1
Upper Arlington,OH,,,,"2,267",2019,HS,OH,,1
Upper Cape Cod Regional Technical School,MA,MASSACHUSETTS,41.745328,-70.578837,"7,529",2019,,MA,,1
Upper Iowa University,IA,IOWA,42.840293,-91.799663,"7,530",2019,,IA,,1
Upper Valley Career Center,OH,OHIO,40.160624,-84.214684,"7,531",2019,,OH,,1
Upper Valley Educators Institute,NH,NEW HAMPSHIRE,43.637595,-72.230822,"7,532",2019,,NH,,1
Upperman High School (TN),TN,,,,"2,268",2019,HS,TN,,1
Upstate Medical University,NY,NEW YORK,43.042951,-76.138976,"7,533",2019,,NY,,1
Urban College of Boston,MA,MASSACHUSETTS,42.352944,-71.064378,"7,534",2019,,MA,,1
Urbana University,OH,OHIO,40.099881,-83.760035,"7,535",2019,,OH,,1
Urshan Graduate School of Theology,MO,MISSOURI,38.801695,-90.364462,"7,536",2019,,MO,,1
Ursinus College,PA,PENNSYLVANIA,40.19405,-75.455654,"2,269",2019,3,Centennial Conference,,1
Ursuline College,OH,OHIO,41.494971,-81.466716,"7,537",2019,,OH,,1
Uta Mesivta of Kiryas Joel,NY,NEW YORK,41.333864,-74.161179,"7,538",2019,,NY,,1
Utah College of Massage Therapy-Aurora,CO,COLORADO,39.704762,-104.824702,"7,539",2019,,CO,,1
Utah College of Massage Therapy-Dallas,TX,TEXAS,32.938209,-96.740482,"7,540",2019,,TX,,1
Utah College of Massage Therapy-Houston,TX,TEXAS,29.846237,-95.50529,"7,541",2019,,TX,,1
Utah College of Massage Therapy-Phoenix,AZ,ARIZONA,33.577302,-112.126739,"7,542",2019,,AZ,,1
Utah College of Massage Therapy-Salt Lake City,UT,UTAH,40.768778,-111.882112,"7,543",2019,,UT,,1
Utah College of Massage Therapy-Tempe,AZ,ARIZONA,33.391682,-111.962383,"7,544",2019,,AZ,,1
Utah College of Massage Therapy-Utah Valley,UT,UTAH,40.299135,-111.697483,"7,545",2019,,UT,,1
Utah College of Massage Therapy-Vegas,NV,NEVADA,36.040792,-115.120742,"7,546",2019,,NV,,1
Utah College of Massage Therapy-Westminster,CO,COLORADO,39.859273,-105.065176,"7,547",2019,,CO,,1
Utah State University,UT,UTAH,41.740748,-111.81391,"7,548",2019,,UT,,1
Utah Valley University,UT,UTAH,40.278512,-111.717058,"2,270",2019,1,Western Athletic Conference,X,1
Utica College,NY,NEW YORK,43.095183,-75.272407,"2,271",2019,3,Empire 8 Conference,,1
Vacaville High School (CA),CA,CALIFORNIA,,,,2019,HS,,X,1
Valdosta High School (GA),GA,GEORGIA,,,,2019,HS,,X,1
Valdosta State University,GA,GEORGIA,30.849236,-83.289925,"2,273",2019,2,Gulf South Conference,X,1
Valencia College,FL,FLORIDA,28.520898,-81.471466,"7,549",2019,,FL,,1
Valencia High School (CA),CA,CALIFORNIA,,,,2019,HS,,X,1
"Valley Christian (San Jose, CA)",CA,CALIFORNIA,,,"2,274",2019,HS,CA,X,1
Valley City State University,ND,NORTH DAKOTA,46.918517,-98.00389,"7,550",2019,,ND,,1
Valley College of Medical Careers,CA,CALIFORNIA,34.22201,-118.605391,"7,551",2019,,CA,,1
Valley College-Beckley,WV,WEST VIRGINIA,37.789287,-81.187539,"7,552",2019,,WV,,1
Valley College-Martinsburg,WV,WEST VIRGINIA,39.487498,-77.958315,"7,553",2019,,WV,,1
Valley College-Princeton,WV,WEST VIRGINIA,37.369582,-81.09157,"7,554",2019,,WV,,1
Valley Forge Christian (PA),PA,PENNSYLVANIA,,,,2019,HS,,X,1
Valley Forge High School,OH,,,,"2,275",2019,HS,OH,,1
Valley Forge Military College,PA,PENNSYLVANIA,40.053697,-75.382097,"7,555",2019,,PA,,1
Valley Grande Institute for Academic Studies,TX,TEXAS,26.158256,-97.990391,"7,556",2019,,TX,,1
Valley Park Senior High School (MO),MO,,,,"2,276",2019,HS,MO,,1
Valley Vista High School (AZ),AZ,,,,"2,277",2019,HS,AZ,,1
Valor Christian College,OH,OHIO,39.891571,-82.829696,"7,557",2019,,OH,,1
Valor Christian High School (CO),CO,,,,"2,278",2019,HS,CO,,1
Valparaiso High School,IN,,,,"2,279",2019,HS,IN,,1
Valparaiso University,IN,INDIANA,41.462239,-87.040172,"2,280",2019,1,Missouri Valley Conference,,1
Van Buren High School,AR,,,,"2,281",2019,HS,AR,,1
Van Wert High School,OH,OHIO,,,"2,282",2019,HS,OH,X,1
Vance High School,NC,,,,"2,283",2019,HS,NC,,1
Vance-Granville Community College,NC,NORTH CAROLINA,36.323421,-78.487283,"7,558",2019,,NC,,1
Vanderbilt University,TN,TENNESSEE,36.14659,-86.803369,"2,284",2019,1,Southeastern Conference,X,1
VanderCook College of Music,IL,ILLINOIS,41.836833,-87.629138,"7,559",2019,,IL,,1
Vandergrift High School (TX),TX,,,,"2,285",2019,HS,TX,,1
Vanguard College of Cosmetology-Baton Rouge,LA,LOUISIANA,30.41107,-91.044491,"7,560",2019,,LA,,1
Vanguard College of Cosmetology-Metairie,LA,LOUISIANA,30.00417,-90.163411,"7,561",2019,,LA,,1
Vanguard College of Cosmetology-Slidell,LA,LOUISIANA,30.228064,-89.778542,"7,562",2019,,LA,,1
Vanguard High School,FL,,,,"2,286",2019,HS,FL,,1
Vanguard University of Southern California,CA,CALIFORNIA,33.662686,-117.900911,"2,287",2019,NAIA,Golden State Athletic Conference,X,1
Vanguard-Sentinel Adult Career and Technology Center,OH,OHIO,41.365117,-83.127881,"7,563",2019,,OH,,1
Vanity School of Cosmetology,OH,OHIO,41.423566,-82.079138,"7,564",2019,,OH,,1
Vassar College,NY,NEW YORK,41.685105,-73.894345,"2,288",2019,3,Liberty League,,1
Vatterott College-Appling Farms,TN,TENNESSEE,35.179508,-89.82991,"7,565",2019,,TN,,1
Vatterott College-Berkeley,MO,MISSOURI,38.721992,-90.311898,"7,566",2019,,MO,,1
Vatterott College-Cleveland,OH,OHIO,41.317145,-81.65064,"7,567",2019,,OH,,1
Vatterott College-Des Moines,IA,IOWA,41.519855,-93.646017,"7,568",2019,,IA,,1
Vatterott College-Dividend,TN,TENNESSEE,35.072284,-90.006656,"7,569",2019,,TN,,1
Vatterott College-ex'treme Institute by Nelly-St Louis,MO,MISSOURI,38.63119,-90.185221,"7,570",2019,,MO,,1
Vatterott College-Fairview Heights,IL,ILLINOIS,38.59779,-89.989371,"7,571",2019,,IL,,1
Vatterott College-Joplin,MO,MISSOURI,37.082755,-94.502022,"7,572",2019,,MO,,1
Vatterott College-Kansas City,MO,MISSOURI,39.16649,-94.496271,"7,573",2019,,MO,,1
Vatterott College-Oklahoma City,OK,OKLAHOMA,35.547524,-97.610481,"7,574",2019,,OK,,1
Vatterott College-Quincy,IL,ILLINOIS,39.949578,-91.35732,"7,575",2019,,IL,,1
Vatterott College-Springfield,MO,MISSOURI,37.1441,-93.294436,"7,576",2019,,MO,,1
Vatterott College-St Charles,MO,MISSOURI,38.79132,-90.549651,"7,577",2019,,MO,,1
Vatterott College-St Joseph,MO,MISSOURI,39.803668,-94.814085,"7,578",2019,,MO,,1
Vatterott College-Sunset Hills,MO,MISSOURI,38.521026,-90.41884,"7,579",2019,,MO,,1
Vatterott College-Tulsa,OK,OKLAHOMA,36.100219,-95.844155,"7,580",2019,,OK,,1
Vatterott College-Wichita,KS,KANSAS,37.751729,-97.23471,"7,581",2019,,KS,,1
Vaughn College of Aeronautics and Technology,NY,NEW YORK,40.768348,-73.881721,"7,582",2019,,NY,,1
Vauxhall High School (AB),AB,#N/A,,,,2019,HS,,X,1
Veeb Nassau County School of Practical Nursing,NY,NEW YORK,40.766548,-73.520569,"7,583",2019,,NY,,1
Velvatex College of Beauty Culture,AR,ARKANSAS,34.735724,-92.289758,"7,584",2019,,AR,,1
Venango County Area Vocational Technical School,PA,PENNSYLVANIA,41.428133,-79.691607,"7,585",2019,,PA,,1
Venice High School (CA),CA,CALIFORNIA,,,,2019,HS,,X,1
Venice High School (FL),FL,FLORIDA,,,,2019,HS,,X,1
Ventura Adult and Continuing Education,CA,CALIFORNIA,34.256528,-119.21916,"7,586",2019,,CA,,1
Ventura College,CA,CALIFORNIA,34.277035,-119.230659,"7,587",2019,,CA,X,1
Ventura County Community College System Office,CA,CALIFORNIA,34.301724,-119.298672,"7,588",2019,,CA,,1
Venus Beauty Academy,PA,PENNSYLVANIA,39.908991,-75.271982,"7,589",2019,,PA,,1
Vermilion Community College,MN,MINNESOTA,47.905213,-91.837938,"7,590",2019,,MN,,1
Vermont College of Fine Arts,VT,VERMONT,44.25521,-72.567616,"7,591",2019,,VT,,1
Vermont Law School,VT,VERMONT,43.821797,-72.52207,"7,592",2019,,VT,,1
Vermont State Colleges-Office of the Chancellor,VT,VERMONT,44.25425,-72.572581,"7,593",2019,,VT,,1
Vermont Technical College,VT,VERMONT,43.93955,-72.604521,"7,594",2019,,VT,,1
Vernon College,TX,TEXAS,34.159298,-99.319094,"2,289",2019,JC,NTJCAC,,1
Vero Beach Senior High School (FL),FL,FLORIDA,,,,2019,HS,,X,1
Verona High School,NJ,,40.8413,-74.248,"2,290",2019,HS,NJ,,1
Verona High School (New Jersey),NJ,,,,"2,291",2019,HS,NJ,,1
Vestavia High School,AL,,,,"2,292",2019,HS,AL,,1
Vet Tech Institute,PA,PENNSYLVANIA,40.443961,-80.000297,"7,595",2019,,PA,,1
Vet Tech Institute of Houston,TX,TEXAS,29.728667,-95.454505,"7,596",2019,,TX,,1
VH Barber & Styling Academy,LA,LOUISIANA,32.515941,-93.734012,"7,597",2019,,LA,,1
Vibe Barber College,TN,TENNESSEE,35.16328,-90.037271,"7,598",2019,,TN,,1
VICI Aveda Institute,WI,WISCONSIN,42.969138,-88.047841,"7,599",2019,,WI,,1
Victor J Andrew High School (IL),IL,ILLINOIS,,,,2019,HS,,X,1
Victor Valley College,CA,CALIFORNIA,34.472231,-117.261456,"2,293",2019,JC,California Community College Athletic Association,,1
Victoria Beauty College Inc,TX,TEXAS,28.80744,-96.990829,"7,600",2019,,TX,,1
Victoria College,TX,TEXAS,28.816451,-96.979234,"7,601",2019,,TX,,1
Victoria West High School (TX),TX,,,,,2019,HS,,X,1
Victoria's Academy of Cosmetology,WA,WASHINGTON,46.208886,-119.122296,"7,602",2019,,WA,,1
Viewmont High School,UT,,,,"2,294",2019,HS,UT,,1
Villa Maria College,NY,NEW YORK,42.913045,-78.795666,"7,603",2019,,NY,,1
Villa Park High School (CA),CA,CALIFORNIA,,,,2019,HS,,X,1
Village Christian High School (CA),CA,CALIFORNIA,,,,2019,HS,,X,1
Villanova University,PA,PENNSYLVANIA,40.039388,-75.345457,"2,295",2019,1,Big East,X,1
Vilonia High School,AR,,,,"2,296",2019,HS,AR,,1
Vincennes Beauty College,IN,INDIANA,38.679739,-87.53241,"7,604",2019,,IN,,1
Vincennes University,IN,INDIANA,38.687766,-87.519939,"7,605",2019,,IN,,1
Virgil's Beauty College,OK,OKLAHOMA,35.751959,-95.380236,"7,606",2019,,OK,,1
Virginia Baptist College,VA,VIRGINIA,38.29058,-77.531331,"7,607",2019,,VA,,1
Virginia Beach City Public Schools School of Practical Nursing,VA,VIRGINIA,36.740902,-76.07369,"7,608",2019,,VA,,1
Virginia Beach Theological Seminary,VA,VIRGINIA,36.765993,-76.189475,"7,609",2019,,VA,,1
Virginia College-Augusta,GA,GEORGIA,33.458125,-82.076244,"7,610",2019,,GA,,1
Virginia College-Austin,TX,TEXAS,30.431898,-97.671239,"7,611",2019,,TX,,1
Virginia College-Baton Rouge,LA,LOUISIANA,30.45903,-91.095011,"7,612",2019,,LA,,1
Virginia College-Biloxi,MS,MISSISSIPPI,30.444238,-88.93227,"7,613",2019,,MS,,1
Virginia College-Birmingham,AL,ALABAMA,33.471075,-86.818106,"7,614",2019,,AL,,1
Virginia College-Charleston,SC,SOUTH CAROLINA,32.906099,-80.023116,"7,615",2019,,SC,,1
Virginia College-Chattanooga,TN,TENNESSEE,35.007264,-85.210544,"7,616",2019,,TN,,1
Virginia College-Columbia,SC,SOUTH CAROLINA,34.06603,-80.961571,"7,617",2019,,SC,,1
Virginia College-Columbus,GA,GEORGIA,32.52406,-84.963891,"7,618",2019,,GA,,1
Virginia College-Florence,SC,SOUTH CAROLINA,34.186915,-79.825448,"7,619",2019,,SC,,1
Virginia College-Fort Pierce,FL,FLORIDA,27.415351,-80.324288,"7,620",2019,,FL,,1
Virginia College-Greensboro,NC,NORTH CAROLINA,36.00925,-79.840151,"7,621",2019,,NC,,1
Virginia College-Greenville,SC,SOUTH CAROLINA,34.807545,-82.343355,"7,622",2019,,SC,,1
Virginia College-Huntsville,AL,ALABAMA,34.70516,-86.591341,"7,623",2019,,AL,,1
Virginia College-Jackson,MS,MISSISSIPPI,32.38685,-90.143351,"7,624",2019,,MS,,1
Virginia College-Jacksonville,FL,FLORIDA,30.29163,-81.603291,"7,625",2019,,FL,,1
Virginia College-Knoxville,TN,TENNESSEE,36.02998,-83.930681,"7,626",2019,,TN,,1
Virginia College-Lubbock,TX,TEXAS,33.547866,-101.919155,"7,627",2019,,TX,,1
Virginia College-Macon,GA,GEORGIA,32.81431,-83.680211,"7,628",2019,,GA,,1
Virginia College-Mobile,AL,ALABAMA,30.67494,-88.136291,"7,629",2019,,AL,,1
Virginia College-Montgomery,AL,ALABAMA,32.380939,-86.192907,"7,630",2019,,AL,,1
Virginia College-Pensacola,FL,FLORIDA,30.412452,-87.216018,"7,631",2019,,FL,,1
Virginia College-Richmond,VA,VIRGINIA,37.503085,-77.529026,"7,632",2019,,VA,,1
Virginia College-Savannah,GA,GEORGIA,31.98407,-81.172451,"7,633",2019,,GA,,1
Virginia College-Shreveport,LA,LOUISIANA,32.52577,-93.706411,"7,634",2019,,LA,,1
Virginia College-Spartanburg,SC,SOUTH CAROLINA,34.93636,-82.006061,"7,635",2019,,SC,,1
Virginia College-Tulsa,OK,OKLAHOMA,36.08861,-95.975941,"7,636",2019,,OK,,1
Virginia Commonwealth University,VA,VIRGINIA,37.547631,-77.453597,"2,297",2019,1,Atlantic 10 Conference,X,1
Virginia Highlands Community College,VA,VIRGINIA,36.699275,-82.001304,"7,637",2019,,VA,,1
Virginia International University,VA,VIRGINIA,38.84905,-77.347751,"7,638",2019,,VA,,1
Virginia Marti College of Art and Design,OH,OHIO,41.484039,-81.769737,"7,639",2019,,OH,,1
Virginia Military Institute,VA,VIRGINIA,37.7896,-79.437067,"2,298",2019,1,Southern Conference,X,1
Virginia Polytechnic Institute and State University,VA,VIRGINIA,37.229012,-80.423675,"2,300",2019,1,Atlantic Coast Conference,X,1
Virginia School of Hair Design,VA,VIRGINIA,37.025306,-76.346427,"7,640",2019,,VA,,1
Virginia School of Massage,VA,VIRGINIA,38.063947,-78.488181,"7,641",2019,,VA,,1
Virginia Sewing Machines and School Center,CA,CALIFORNIA,34.040397,-118.258444,"7,642",2019,,CA,,1
Virginia State University,VA,VIRGINIA,37.236453,-77.419886,"2,299",2019,2,Independent,X,1
Virginia Tech Carilion School of Medicine,VA,VIRGINIA,37.257489,-79.942599,"7,643",2019,,VA,,1
Virginia Union University,VA,VIRGINIA,37.561864,-77.450954,"7,644",2019,,VA,,1
Virginia University of Lynchburg,VA,VIRGINIA,37.395135,-79.151518,"7,645",2019,,VA,,1
Virginia Wesleyan College,VA,VIRGINIA,36.868417,-76.18606,"2,301",2019,3,Old Dominion Athletic Conference,,1
Virginia Western Community College,VA,VIRGINIA,37.245648,-79.973133,"7,646",2019,,VA,,1
Visible Music College,TN,TENNESSEE,35.14455,-90.049221,"7,647",2019,,TN,,1
Vista College,TX,TEXAS,31.786918,-106.411961,"7,648",2019,,TX,,1
Vista College-Online,TX,TEXAS,32.95517,-96.768511,"7,649",2019,,TX,,1
Vista Murrieta High School (CA),CA,CALIFORNIA,,,,2019,HS,,X,1
Viterbo University,WI,WISCONSIN,43.802291,-91.244095,"2,302",2019,NAIA,North Star Athletic Association,,1
Vogue Beauty and Barber School,GA,GEORGIA,33.909059,-84.746624,"7,650",2019,,GA,,1
Vogue College of Cosmetology,TX,TEXAS,29.465563,-98.602991,"7,651",2019,,TX,,1
Vogue College of Cosmetology-McAllen,TX,TEXAS,26.23253,-98.223001,"7,652",2019,,TX,,1
Vogue College of Cosmetology-San Antonio Fredericksburg,TX,TEXAS,29.46236,-98.523531,"7,653",2019,,TX,,1
Vogue College of Cosmetology-Santa Fe,NM,NEW MEXICO,35.66076,-105.975091,"7,654",2019,,NM,,1
Volcano Vista High School (NM),NM,,,,"2,303",2019,HS,NM,,1
Volunteer Beauty Academy-Dyersburg,TN,TENNESSEE,36.03922,-89.411321,"7,655",2019,,TN,,1
Volunteer Beauty Academy-Madison,TN,TENNESSEE,36.296571,-86.701318,"7,656",2019,,TN,,1
Volunteer Beauty Academy-Nashville,TN,TENNESSEE,36.15259,-86.853169,"7,657",2019,,TN,,1
Volunteer Beauty Academy-System Office,TN,TENNESSEE,36.296957,-86.701091,"7,658",2019,,TN,,1
Volunteer State Community College,TN,TENNESSEE,36.363603,-86.497317,"7,659",2019,,TN,X,1
Voorhees College,SC,SOUTH CAROLINA,33.307199,-81.127863,"7,660",2019,,SC,,1
W Academy of Salon and Spa,CA,CALIFORNIA,37.818164,-121.995828,"7,661",2019,,CA,,1
W F Kaynor Technical High School,CT,CONNECTICUT,41.575629,-73.066087,"7,662",2019,,CT,,1
W-ville High School,WA,,,,"2,304",2019,HS,WA,,1
W.F. West High School,WA,,,,"2,305",2019,HS,WA,X,1
Wabash College,IN,INDIANA,40.037588,-86.906,"2,306",2019,3,North Coast Atlantic Conference,,1
Wabash Valley College,IL,ILLINOIS,38.4293,-87.78205,"2,307",2019,JC,Great Rivers Athletic Conference,X,1
Wachusett Regional High School,MA,,,,"2,308",2019,HS,MA,,1
Waco High School,TX,,31.5425,-97.1845,"7,903",2019,HS,TX,,1
Wade College,TX,TEXAS,32.80086,-96.819524,"7,663",2019,,TX,,1
Wade Gordon Hairdressing Academy,TX,TEXAS,35.183505,-101.927422,"7,664",2019,,TX,,1
Wade Gordon Hairdressing Academy-Lubbock,TX,TEXAS,33.52441,-101.869881,"7,665",2019,,TX,,1
Wagner College,NY,NEW YORK,40.615588,-74.092913,"2,310",2019,1,Northeast Conference,X,1
Wake Forest University,NC,NORTH CAROLINA,36.133609,-80.277446,"2,311",2019,1,Atlantic Coast Conference,X,1
Wake Technical Community College,NC,NORTH CAROLINA,35.650151,-78.706126,"2,312",2019,JC,Region 8 (NJCAA),,1
Wakefield High School (Virginia),VA,,,,"2,313",2019,HS,VA,,1
Wakeland High School (TX),TX,,,,"2,314",2019,HS,TX,,1
Walden University,MN,MINNESOTA,44.98125,-93.265738,"7,666",2019,,MN,,1
Waldorf University,IA,IOWA,43.262203,-93.640034,"7,667",2019,,IA,,1
Wall High School (NJ),NJ,NEW JERSEY,,,,2019,HS,,X,1
Wall High School (TX),TX,,,,"2,315",2019,HS,TX,,1
Walla Walla Community College,WA,WASHINGTON,46.078557,-118.276505,"7,668",2019,,WA,,1
Walla Walla University,WA,WASHINGTON,46.047,-118.389771,"7,669",2019,,WA,,1
Walnut Grove High School,FL,,,,"2,318",2019,HS,FL,,1
Walpole High School,MA,,,,"2,319",2019,HS,MA,,1
Walsh College of Accountancy and Business Administration,MI,MICHIGAN,42.573888,-83.147197,"7,670",2019,,MI,,1
Walsh Jesuit High School,OH,OHIO,,,"2,320",2019,HS,OH,X,1
Walsh University,OH,OHIO,40.873295,-81.36911,"2,321",2019,2,Great Midwest Athletic Conference,X,1
Walsingham Academy (VA),VA,VIRGINIA,,,,2019,HS,,X,1
Walt Whitman High School (MD),MD,MARYLAND,,,,2019,HS,,X,1
Walter Peyton College Prep (IL),IL,ILLINOIS,,,,2019,HS,,X,1
Walters State Community College,TN,TENNESSEE,36.213904,-83.262191,"2,322",2019,JC,Tennessee Community College Athletic Association,X,1
Waltham Senior High School,MA,,,,"2,323",2019,HS,MA,,1
Walton High School,GA,GEORGIA,,,"2,324",2019,HS,GA,X,1
Wando High School,SC,,,,"2,325",2019,HS,SC,,1
Wapakoneta High School,OH,,,,"2,326",2019,HS,OH,,1
Warner Pacific College,OR,OREGON,45.50632,-122.594221,"7,671",2019,,OR,,1
Warner Pacific College Adult Degree Program,OR,OREGON,45.503764,-122.56253,"7,672",2019,,OR,,1
Warner University,FL,FLORIDA,27.825751,-81.599972,"2,327",2019,NAIA,Sun Conference,,1
Warren Central High School (MS),MS,MISSISSIPPI,,,,2019,HS,,X,1
Warren County Career Center,OH,OHIO,39.488772,-84.202969,"7,673",2019,,OH,,1
Warren County Community College,NJ,NEW JERSEY,40.744812,-75.018309,"7,674",2019,,NJ,,1
Warren County High School,WA,,,,"2,328",2019,HS,WA,,1
Warren East High School (KY),KY,KENTUCKY,,,,2019,HS,,X,1
Warren Wilson College,NC,NORTH CAROLINA,35.611762,-82.441097,"7,675",2019,,NC,,1
Warrensburg Area Career Center,MO,MISSOURI,38.760988,-93.709802,"7,676",2019,,MO,,1
Wartburg College,IA,IOWA,42.727629,-92.480933,"7,677",2019,,IA,,1
Wartburg Theological Seminary,IA,IOWA,42.485197,-90.691098,"7,678",2019,,IA,,1
Waseca High School,MI,,,,"2,329",2019,HS,MI,,1
Washburn Institute of Technology,KS,KANSAS,39.046113,-95.749789,"7,679",2019,,KS,,1
Washburn Rural High School (KS),KS,,,,"2,330",2019,HS,KS,,1
Washburn University,KS,KANSAS,39.034977,-95.702325,"7,680",2019,,KS,,1
Washington & Jefferson College,PA,PENNSYLVANIA,40.171898,-80.240388,"2,331",2019,3,Presidents' Athletic Conference,X,1
Washington Adventist University,MD,MARYLAND,38.987206,-77.00131,"7,681",2019,,MD,,1
Washington and Lee University,VA,VIRGINIA,37.788939,-79.443018,"2,332",2019,3,Old Dominion Athletic Conference,,1
Washington Barber College Inc,AR,ARKANSAS,34.69065,-92.335352,"7,682",2019,,AR,,1
Washington College,MD,MARYLAND,39.217329,-76.06878,"2,333",2019,3,Centennial Conference,,1
Washington County Career Center-Adult Technical Training,OH,OHIO,39.43299,-81.50106,"7,683",2019,,OH,,1
Washington County Community College,ME,MAINE,45.165537,-67.243306,"7,684",2019,,ME,,1
Washington High School (IA),IA,IOWA,,,,2019,HS,,X,1
Washington High School (OH),OH,OHIO,,,,2019,HS,,X,1
Washington Hospital School of Nursing,PA,PENNSYLVANIA,40.183618,-80.247081,"7,685",2019,,PA,,1
Washington Hospital School of Radiologic Technology,PA,PENNSYLVANIA,40.183373,-80.246421,"7,686",2019,,PA,,1
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,NY,NEW YORK,43.32149,-73.594331,"7,687",2019,,NY,,1
Washington State Community College,OH,OHIO,39.431312,-81.434842,"7,688",2019,,OH,,1
Washington State University,WA,WASHINGTON,46.730448,-117.158168,"2,334",2019,1,Pacific-12 Conference,X,1
Washington University in St Louis,MO,MISSOURI,38.647929,-90.310604,"2,335",2019,3,University Athletic Association,,1
Washtenaw Community College,MI,MICHIGAN,42.263311,-83.664928,"7,689",2019,,MI,,1
Watkins College of Art Design & Film,TN,TENNESSEE,36.194659,-86.805888,"7,690",2019,,TN,,1
Watts School of Nursing,NC,NORTH CAROLINA,36.027649,-78.9413,"7,691",2019,,NC,,1
Waubonsee Community College,IL,ILLINOIS,41.795955,-88.459925,"2,336",2019,JC,Illinois Skyway Conference,,1
Waukesha County Technical College,WI,WISCONSIN,43.070112,-88.258805,"7,692",2019,,WI,,1
Waukesha North High School,WI,,,,"2,337",2019,HS,WI,,1
Waukesha South High School,WI,,,,"2,338",2019,HS,WI,,1
Waukesha West High School,WI,,,,"2,339",2019,HS,WI,,1
Waunakee High School (WI),WI,WISCONSIN,,,,2019,HS,,X,1
Wave Leadership College,VA,VIRGINIA,36.86471,-76.043121,"7,693",2019,,VA,,1
Waxahachie High School (TX),TX,,,,,2019,HS,,X,1
Wayland Baptist University,TX,TEXAS,34.186673,-101.729564,"7,694",2019,,TX,,1
Wayne Community College,NC,NORTH CAROLINA,35.403279,-77.944887,"7,695",2019,,NC,,1
Wayne County Community College District,MI,MICHIGAN,42.326515,-83.055527,"7,696",2019,,MI,,1
Wayne County Schools Career Center,OH,OHIO,40.863781,-81.868927,"7,697",2019,,OH,,1
Wayne Finger Lakes BOCES-Practical Nursing Program,NY,NEW YORK,43.038167,-77.081794,"7,698",2019,,NY,,1
Wayne Hills High School,NJ,,,,"2,340",2019,HS,NJ,,1
Wayne State College,NE,NEBRASKA,42.241556,-97.015122,"2,341",2019,2,Northern Sun Intercollegiate Conference,,1
Wayne State University,MI,MICHIGAN,42.35861,-83.072864,"2,342",2019,2,Great Lakes Intercollegiate Athletic Conference,X,1
Wayne Valley High School,NJ,,,,"2,343",2019,HS,NJ,,1
Waynes College of Beauty,CA,CALIFORNIA,36.700635,-121.652672,"7,699",2019,,CA,,1
Waynesboro High School,NJ,,,,"2,344",2019,HS,NJ,,1
Waynesboro High School (Virginia),VA,,,,"2,345",2019,HS,VA,,1
Waynesburg University,PA,PENNSYLVANIA,39.899871,-80.186205,"2,346",2019,3,Presidents' Athletic Conference,X,1
Waynesville Career Center,MO,MISSOURI,37.811315,-92.21393,"7,700",2019,,MO,,1
Weatherford College,TX,TEXAS,32.740658,-97.792652,"2,347",2019,JC,NTJCAC,X,1
Webb Institute,NY,NEW YORK,40.884444,-73.644909,"7,701",2019,,NY,,1
