SCHOOL,State,State (full),Latitude,Longitude,SCHOOLKEY,SEASON,SCHOOLDIVISION,SCHOOLCONFERENCEABBR,Phils/Brewers List,Dummy
Webber International University,FL,FLORIDA,27.838778,-81.532315,"7,702",2019,,FL,X,1
Weber State University,UT,UTAH,41.192591,-111.944845,"7,703",2019,,UT,,1
Webster Groves High School (MO),MO,,,,"2,348",2019,HS,MO,,1
Webster High School (WI),WI,WISCONSIN,,,,2019,HS,,X,1
Webster University,MO,MISSOURI,38.589269,-90.345654,"2,349",2019,3,St. Louis Intercollegiate Athletic Conference,,1
Weill Cornell Medical College,NY,NEW YORK,40.764738,-73.954839,"7,704",2019,,NY,,1
Welch College,TN,TENNESSEE,36.134633,-86.826158,"7,705",2019,,TN,,1
Welder Training and Testing Institute,PA,PENNSYLVANIA,40.626469,-75.447263,"7,706",2019,,PA,,1
Wellesley College,MA,MASSACHUSETTS,42.291554,-71.306605,"7,707",2019,,MA,,1
Wellesley High School,MA,,,,"2,350",2019,HS,MA,,1
Wells College,NY,NEW YORK,42.742943,-76.696028,"7,708",2019,,NY,,1
WellSpring School of Allied Health-Kansas City,MO,MISSOURI,38.963226,-94.604997,"7,709",2019,,MO,,1
WellSpring School of Allied Health-Lawrence,KS,KANSAS,38.965848,-95.235123,"7,710",2019,,KS,,1
Wenatchee Valley College,WA,WASHINGTON,47.430931,-120.334813,"7,711",2019,,WA,X,1
Wentworth Institute of Technology,MA,MASSACHUSETTS,42.336632,-71.094983,"2,351",2019,3,The Commonwealth Coast Conference,,1
Wentworth Military Academy and College,MO,MISSOURI,39.187108,-93.872974,"7,712",2019,,MO,,1
Wentzville High School (MO),MO,MISSOURI,,,,2019,HS,,X,1
Wes Watkins Technology Center,OK,OKLAHOMA,35.233305,-96.266262,"7,713",2019,,OK,,1
Wesley Biblical Seminary,MS,MISSISSIPPI,32.355011,-90.159447,"7,714",2019,,MS,,1
Wesley College,DE,DELAWARE,39.163182,-75.527716,"2,352",2019,3,Capital Athletic Conference,,1
Wesley Theological Seminary,DC,DISTRICT OF COLUMBIA,38.939606,-77.08996,"7,715",2019,,DC,,1
Wesleyan Christian Academy (NC),NC,NORTH CAROLINA,,,,2019,HS,,X,1
Wesleyan College,GA,GEORGIA,32.874648,-83.717186,"7,716",2019,,GA,,1
Wesleyan University,CT,CONNECTICUT,41.55678,-72.656755,"2,353",2019,3,New England Small College Athletic Conference,,1
West Ashley High School,SC,,,,"2,354",2019,HS,SC,,1
West Broward High School (FL),FL,FLORIDA,,,,2019,HS,,X,1
West Charlotte High School,NC,,,,"2,355",2019,HS,NC,,1
West Chester University of Pennsylvania,PA,PENNSYLVANIA,39.953398,-75.59812,"2,356",2019,2,Pennsylvania State Athletic Conference,X,1
West Clermont High School,OH,,39.0435,-84.2384,"2,357",2019,HS,OH,,1
West Coast Ultrasound Institute,CA,CALIFORNIA,34.063166,-118.376161,"7,717",2019,,CA,,1
West Coast University-Center for Graduate Studies,CA,CALIFORNIA,34.08106,-118.291071,"7,718",2019,,CA,,1
West Coast University-Dallas,TX,TEXAS,32.82734,-96.873971,"7,719",2019,,TX,,1
West Coast University-Los Angeles,CA,CALIFORNIA,34.187134,-118.39941,"7,720",2019,,CA,,1
West Coast University-Miami,FL,FLORIDA,25.81071,-80.347651,"7,721",2019,,FL,,1
West Coast University-Ontario,CA,CALIFORNIA,34.066591,-117.590035,"7,722",2019,,CA,,1
West Coast University-Orange County,CA,CALIFORNIA,33.81104,-117.911811,"7,723",2019,,CA,,1
West Columbus High School (NC),NC,NORTH CAROLINA,,,,2019,HS,,X,1
West Georgia Technical College,GA,GEORGIA,33.691657,-85.183666,"7,724",2019,,GA,,1
West Harrison High School (MS),MS,MISSISSIPPI,,,,2019,HS,,X,1
West High School,TN,,,,"2,358",2019,HS,TN,,1
West Hills College-Coalinga,CA,CALIFORNIA,36.147891,-120.356747,"7,725",2019,,CA,,1
West Hills College-Lemoore,CA,CALIFORNIA,36.292431,-119.823866,"7,726",2019,,CA,,1
West Hills Community College District,CA,CALIFORNIA,36.178802,-120.356097,"7,727",2019,,CA,,1
West Kentucky Community and Technical College,KY,KENTUCKY,37.054081,-88.658762,"7,728",2019,,KY,,1
West Lake High School,GA,,,,"2,359",2019,HS,GA,,1
West Liberty University,WV,WEST VIRGINIA,40.162473,-80.604054,"2,360",2019,2,Mountain East Conference,X,1
West Linn High School,OR,OREGON,,,"2,361",2019,HS,OR,X,1
West Los Angeles College,CA,CALIFORNIA,34.005578,-118.387578,"2,362",2019,JC,California Community College Athletic Association,,1
West Mecklenburh High School,NC,,,,"2,363",2019,HS,NC,,1
West Michigan College of Barbering and Beauty,MI,MICHIGAN,42.259724,-85.590152,"7,729",2019,,MI,,1
West Milford High School (New Jersey),NJ,,,,"2,364",2019,HS,NJ,,1
West Ouachita High School (LA),LA,LOUISIANA,,,,2019,HS,,X,1
West Potomac High School,VA,VIRGINIA,,,"2,365",2019,HS,VA,X,1
West Salem High School,OR,,,,"2,366",2019,HS,OR,,1
West Shore Community College,MI,MICHIGAN,44.008512,-86.336122,"7,730",2019,,MI,,1
West Springfield High School (Virginia),VA,,,,"2,367",2019,HS,VA,,1
West Tennessee Business College,TN,TENNESSEE,35.635873,-88.848918,"7,731",2019,,TN,,1
West Texas A & M University,TX,TEXAS,34.981996,-101.9158,"2,368",2019,2,Lone Star Conference,X,1
West Valley College,CA,CALIFORNIA,37.263133,-122.009701,"7,732",2019,,CA,,1
West Valley High School,WA,,,,"2,369",2019,HS,WA,,1
West Valley Mission Community College District Office,CA,CALIFORNIA,37.262847,-122.011079,"7,733",2019,,CA,,1
West Virginia Business College-Wheeling,WV,WEST VIRGINIA,40.069208,-80.723663,"7,734",2019,,WV,,1
West Virginia Junior College-Bridgeport,WV,WEST VIRGINIA,39.283159,-80.271785,"7,735",2019,,WV,,1
West Virginia Junior College-Charleston,WV,WEST VIRGINIA,38.347929,-81.634358,"7,736",2019,,WV,,1
West Virginia Junior College-Morgantown,WV,WEST VIRGINIA,39.63264,-79.954803,"7,737",2019,,WV,,1
West Virginia Northern Community College,WV,WEST VIRGINIA,40.063736,-80.721548,"7,738",2019,,WV,,1
West Virginia School of Osteopathic Medicine,WV,WEST VIRGINIA,37.803879,-80.438644,"7,739",2019,,WV,,1
West Virginia State University,WV,WEST VIRGINIA,38.380541,-81.765034,"2,371",2019,2,Mountain East Conference,,1
West Virginia University,WV,WEST VIRGINIA,39.634371,-79.954391,"2,372",2019,1,Big 12,X,1
West Virginia University at Parkersburg,WV,WEST VIRGINIA,39.216379,-81.506192,"7,740",2019,,WV,,1
West Virginia University Hospital Departments of Rad Tech and Nutrition,WV,WEST VIRGINIA,39.654269,-79.957959,"7,741",2019,,WV,,1
West Virginia University Institute of Technology,WV,WEST VIRGINIA,38.179427,-81.325199,"2,370",2019,NAIA,River States Conference,,1
West Virginia Wesleyan College,WV,WEST VIRGINIA,38.990476,-80.217094,"2,373",2019,2,Mountain East Conference,,1
Westchester College of Nursing & Allied Health,CA,CALIFORNIA,33.95487,-118.396511,"7,742",2019,,CA,,1
Westchester School for Dental Assistant,NY,NEW YORK,41.057111,-73.823556,"7,743",2019,,NY,,1
Westchester School of Beauty Culture,NY,NEW YORK,40.912476,-73.837751,"7,744",2019,,NY,,1
Westech College,CA,CALIFORNIA,34.08178,-117.436167,"7,745",2019,,CA,,1
Western Alamance High School,NC,,,,"2,374",2019,HS,NC,,1
Western Albemarle High School,VA,,,,"2,375",2019,HS,VA,,1
Western Area Career & Technology Center,PA,PENNSYLVANIA,40.254722,-80.246117,"7,746",2019,,PA,,1
Western Carolina University,NC,NORTH CAROLINA,35.308979,-83.186258,"2,376",2019,1,Southern Conference,X,1
Western Connecticut State University,CT,CONNECTICUT,41.400365,-73.444264,"2,377",2019,3,Little East Conference,,1
Western Dakota Technical Institute,SD,SOUTH DAKOTA,44.076648,-103.179501,"7,747",2019,,SD,,1
Western Governors University,UT,UTAH,40.68481,-111.869752,"7,748",2019,,UT,,1
Western Harnett High School (NC),NC,NORTH CAROLINA,,,,2019,HS,,X,1
Western Hills School of Beauty and Hair Design,OH,OHIO,39.148809,-84.627264,"7,749",2019,,OH,,1
Western Illinois University,IL,ILLINOIS,40.465621,-90.685235,"2,378",2019,1,Summit League,X,1
Western International University,AZ,ARIZONA,33.40244,-111.965121,"7,750",2019,,AZ,,1
Western Iowa Tech Community College,IA,IOWA,42.482953,-96.348874,"7,751",2019,,IA,,1
Western Kentucky University,KY,KENTUCKY,36.985718,-86.455898,"2,379",2019,1,Conference USA,X,1
Western Michigan University,MI,MICHIGAN,42.282589,-85.61512,"2,380",2019,1,Mid-American Conference,X,1
Western Michigan University-Thomas M. Cooley Law School,MI,MICHIGAN,42.731,-84.554429,"7,752",2019,,MI,,1
Western Nebraska Community College,NE,NEBRASKA,41.875705,-103.64249,"2,381",2019,1,Empire Conference,,1
Western Nevada College,NV,NEVADA,39.186158,-119.79036,"7,753",2019,,NV,,1
Western New England University,MA,MASSACHUSETTS,42.115837,-72.518789,"2,382",2019,3,The Commonwealth Coast Conference,,1
Western New Mexico University,NM,NEW MEXICO,32.776962,-108.284768,"7,754",2019,,NM,,1
Western Oklahoma State College,OK,OKLAHOMA,34.668896,-99.335299,"2,383",2019,JC,Bi-State Conference,X,1
Western Oregon University,OR,OREGON,44.852235,-123.238309,"2,384",2019,2,Great Northwest Athletic Conference,X,1
Western Pennsylvania Hospital School of Nursing,PA,PENNSYLVANIA,40.462332,-79.9455,"7,755",2019,,PA,,1
Western Piedmont Community College,NC,NORTH CAROLINA,35.722876,-81.687345,"7,756",2019,,NC,,1
Western Seminary,OR,OREGON,45.512344,-122.605831,"7,757",2019,,OR,,1
Western State College of Law at Argosy University,CA,CALIFORNIA,33.880672,-117.890274,"7,758",2019,,CA,,1
Western State Colorado University,CO,COLORADO,38.547421,-106.91971,"7,759",2019,,CO,,1
Western Suffolk BOCES,NY,NEW YORK,40.877083,-73.343689,"7,760",2019,,NY,,1
Western Technical College,TX,TEXAS,31.877799,-106.425891,"7,761",2019,,TX,,1
Western Technology Center,OK,OKLAHOMA,35.352842,-99.180998,"7,762",2019,,OK,,1
Western Texas College,TX,TEXAS,32.678458,-100.914945,"7,763",2019,,TX,,1
Western Theological Seminary,MI,MICHIGAN,42.786227,-86.101897,"7,764",2019,,MI,,1
Western University of Health Sciences,CA,CALIFORNIA,34.058092,-117.747732,"7,765",2019,,CA,,1
Western Washington University,WA,WASHINGTON,48.737236,-122.484873,"7,766",2019,,WA,,1
Western Wyoming Community College,WY,WYOMING,41.590964,-109.237126,"7,767",2019,,WY,,1
Westerville Central High School,OH,,,,"2,385",2019,HS,OH,,1
Westfield High School (TX),TX,,,,,2019,HS,,X,1
Westfield High School (Virginia),VA,,,,"2,386",2019,HS,VA,,1
Westfield State University,MA,MASSACHUSETTS,42.131589,-72.795673,"2,387",2019,3,Massachusetts State Collegiate Athletic Conference,X,1
Westford Academy,MA,,,,"2,388",2019,HS,MA,,1
Westhill High School,CT,CONNECTICUT,,,"2,389",2019,HS,CT,X,1
Westlake High School (TX),TX,,,,"2,390",2019,HS,TX,,1
WestMed College,CA,CALIFORNIA,37.3175,-121.947677,"7,768",2019,,CA,,1
Westminster Christian Academy (MO),MO,MISSOURI,,,"2,391",2019,HS,MO,X,1
Westminster Christian School (FL),FL,FLORIDA,,,"2,392",2019,HS,FL,X,1
Westminster College-Missouri,MO,MISSOURI,38.847764,-91.954345,"2,393",2019,3,St. Louis Intercollegiate Athletic Conference,,1
Westminster College-Pennsylvania,PA,PENNSYLVANIA,41.119272,-80.331017,"2,394",2019,3,Eastern Collegiate Athletic Conference,,1
Westminster College-Utah,UT,UTAH,40.731495,-111.855553,"7,769",2019,,UT,,1
Westminster Theological Seminary,PA,PENNSYLVANIA,40.09815,-75.176327,"7,770",2019,,PA,,1
Westminster Theological Seminary in California,CA,CALIFORNIA,33.121447,-117.046371,"7,771",2019,,CA,,1
Westmont College,CA,CALIFORNIA,34.449265,-119.661932,"2,395",2019,NAIA,Golden State Athletic Conference,,1
Westmoore High School (OK),OK,OKLAHOMA,,,"2,396",2019,HS,OK,X,1
Westmoore High School (OK),OK,OKLAHOMA,,,,2019,HS,,X,1
Westmoreland County Community College,PA,PENNSYLVANIA,40.234321,-79.564897,"7,772",2019,,PA,,1
Westport High School,FL,,,,"2,397",2019,HS,FL,,1
Westside High School,AR,,,,"2,398",2019,HS,AR,,1
Westwood High School (AZ),AZ,ARIZONA,,,,2019,HS,,X,1
Wetumpka High School,AL,,,,"2,399",2019,HS,AL,,1
Weymouth High School,MA,,,,"2,400",2019,HS,MA,,1
Wharton County Junior College,TX,TEXAS,29.324294,-96.085199,"2,401",2019,JC,Southwest Junior College Conference,X,1
Wharton High School,FL,,,,"2,402",2019,HS,FL,,1
Whatcom Community College,WA,WASHINGTON,48.795923,-122.495832,"7,773",2019,,WA,,1
Wheaton College,IL,ILLINOIS,41.870943,-88.09681,"2,403",2019,3,New England Women's and Men's Athletic Conference,X,1
Wheaton North High School,IL,ILLINOIS,,,"2,404",2019,HS,IL,X,1
Wheaton Warrenville South High School,IL,,,,"2,405",2019,HS,IL,,1
Wheeler High School,,,,,"2,406",2019,HS,,X,1
Wheeling Jesuit University,WV,WEST VIRGINIA,40.070873,-80.690804,"2,407",2019,2,Mountain East Conference,,1
Wheelock College,MA,MASSACHUSETTS,42.342503,-71.10582,"7,774",2019,,MA,,1
White Earth Tribal and Community College,MN,MINNESOTA,47.3175,-95.953099,"7,775",2019,,MN,,1
White House High School (TN),TN,,,,"2,408",2019,HS,TN,,1
White Mountains Community College,NH,NEW HAMPSHIRE,44.503494,-71.158535,"7,776",2019,,NH,,1
Whitehouse High School (TX),TX,,,,"2,409",2019,HS,TX,X,1
Whiteland Community High School (NJ),NJ,,,,"2,410",2019,HS,NJ,,1
Whitman College,WA,WASHINGTON,46.07135,-118.33016,"2,411",2019,3,Northwest Conference,,1
Whittier College,CA,CALIFORNIA,33.977625,-118.028402,"2,412",2019,3,Southern California Intercollegiate Athletic Conference,,1
Whitworth University,WA,WASHINGTON,47.753699,-117.418078,"7,777",2019,,WA,,1
Whitworth University-Adult Degree Programs,WA,WASHINGTON,47.751642,-117.411568,"7,778",2019,,WA,,1
Wichita Area Technical College,KS,KANSAS,37.75764,-97.224151,"7,779",2019,,KS,,1
Wichita Heights High School (KS),KS,,,,"2,413",2019,HS,KS,,1
Wichita Northwest High School (KS),KS,,,,"2,414",2019,HS,KS,,1
Wichita State University,KS,KANSAS,37.716484,-97.296733,"2,415",2019,1,American Athletic Conference,X,1
Wichita Technical Institute,KS,KANSAS,37.656976,-97.371819,"7,780",2019,,KS,,1
Widener University,PA,PENNSYLVANIA,39.861689,-75.355363,"2,416",2019,3,Commonwealth Conference,,1
Wilberforce University,OH,OHIO,39.707993,-83.879358,"7,781",2019,,OH,,1
Wilbur Cross High School (NJ),NJ,,,,"2,417",2019,HS,NJ,,1
Wilby High School (CT),CT,CONNECTICUT,,,,2019,HS,,X,1
Wiley College,TX,TEXAS,32.537646,-94.376821,"2,418",2019,NAIA,Red River Athletic Conference,,1
Wiliam Monroe High School,WA,,,,"2,419",2019,HS,WA,,1
Wilkes Central High School,NC,NORTH CAROLINA,,,"2,420",2019,HS,NC,X,1
Wilkes Community College,NC,NORTH CAROLINA,36.136572,-81.184468,"7,782",2019,,NC,,1
Wilkes University,PA,PENNSYLVANIA,41.244199,-75.890262,"7,783",2019,,PA,,1
Wilkes-Barre Area Career and Technical Center Practical Nursing,PA,PENNSYLVANIA,41.262154,-75.810121,"7,784",2019,,PA,,1
Willamette High School,OR,,,,"2,421",2019,HS,OR,,1
Willamette University,OR,OREGON,44.935743,-123.030727,"2,422",2019,3,Northwest Conference,X,1
William B Travis High School (TX),TX,,,,,2019,HS,,X,1
William Blount High School,TN,,,,"2,423",2019,HS,TN,,1
William C. Crawford High School,CA,,,,"2,424",2019,HS,CA,,1
William Carey University,MS,MISSISSIPPI,31.305264,-89.291815,"2,425",2019,NAIA,Southern States Athletic Conference,,1
William James College,MA,MASSACHUSETTS,42.294995,-71.203256,"7,785",2019,,MA,,1
William Jessup University,CA,CALIFORNIA,38.819728,-121.292312,"2,426",2019,NAIA,Golden State Athletic Conference,,1
William Jewell College,MO,MISSOURI,39.247848,-94.41207,"7,786",2019,,MO,,1
William Moore College of Technology,TN,TENNESSEE,35.144863,-90.020169,"7,787",2019,,TN,,1
William Paterson University of New Jersey,NJ,NEW JERSEY,40.946256,-74.199465,"2,427",2019,3,New Jersey Athletic Conference,,1
William Peace University,NC,NORTH CAROLINA,35.789105,-78.636793,"7,788",2019,,NC,,1
William Penn University,IA,IOWA,41.308868,-92.648348,"7,789",2019,,IA,,1
William R Boone High School (FL),FL,FLORIDA,,,,2019,HS,,X,1
William Rainey Harper College,IL,ILLINOIS,42.081356,-88.069391,846,2019,JC,Illinois N4C Conference,,1
William T McFatter Technical College,FL,FLORIDA,26.085022,-80.232201,"7,790",2019,,FL,,1
William Woods University,MO,MISSOURI,38.857864,-91.949273,"2,428",2019,NAIA,American Midwest Conference,,1
Williams Baptist College,AR,ARKANSAS,36.125676,-90.940277,"7,791",2019,,AR,,1
Williams College,MA,MASSACHUSETTS,42.712725,-73.203132,"2,429",2019,3,Southern California Intercollegiate Athletic Conference,,1
Williamsburg Technical College,SC,SOUTH CAROLINA,33.657085,-79.817984,"7,792",2019,,SC,,1
Williamson Christian College,TN,TENNESSEE,35.95616,-86.828311,"7,793",2019,,TN,,1
Williston State College,ND,NORTH DAKOTA,48.158603,-103.613066,"7,794",2019,,ND,,1
Willoughby-Eastlake School of Practical Nursing,OH,OHIO,41.653845,-81.447126,"7,795",2019,,OH,,1
Wilmington College,OH,OHIO,39.441097,-83.817271,"2,430",2019,3,Ohio Athletic Conference,,1
Wilmington University,DE,DELAWARE,39.682299,-75.586998,"2,431",2019,2,Central Atlantic Collegiate Conference,X,1
Wilson College,PA,PENNSYLVANIA,39.949659,-77.650712,"7,796",2019,,PA,,1
Wilson Community College,NC,NORTH CAROLINA,35.731096,-77.892872,"7,797",2019,,NC,,1
Wilson Workforce and Rehabilitation Center,VA,VIRGINIA,38.117932,-78.991262,"7,798",2019,,VA,,1
Winchester High School,MA,,,,"2,432",2019,HS,MA,,1
Winder Barrow High School (GA),GA,GEORGIA,,,,2019,HS,,X,1
Winder High School,FL,,,,"2,433",2019,HS,FL,,1
Windermere Prep School,FL,FLORIDA,,,"2,434",2019,HS,FL,X,1
Windward Community College,HI,HAWAII,21.40922,-157.813213,"7,799",2019,,HI,,1
Windward High School,,,,,"2,435",2019,HS,,X,1
Winebrenner Theological Seminary,OH,OHIO,41.052464,-83.650711,"7,800",2019,,OH,,1
Wingate University,NC,NORTH CAROLINA,34.986064,-80.44305,"2,436",2019,2,South Atlantic Conference,X,1
Winnsboro High School (TX),TX,,,,,2019,HS,,X,1
Winona State University,MN,MINNESOTA,44.046159,-91.643723,"2,437",2019,2,Northern Sun Intercollegiate Conference,,1
Winston Churchill High School (TX),TX,,,,,2019,HS,,X,1
Winston Salem Barber School,NC,NORTH CAROLINA,36.066705,-80.260574,"7,801",2019,,NC,,1
Winston-Salem State University,NC,NORTH CAROLINA,36.089197,-80.224905,"2,438",2019,2,Central Intercollegiate Athletic Association,X,1
Winthrop University,SC,SOUTH CAROLINA,34.941515,-81.031404,"2,439",2019,1,Big South Conference,X,1
Wiregrass Georgia Technical College,GA,GEORGIA,30.889221,-83.35381,"7,802",2019,,GA,,1
Wisconsin Academy,WI,WISCONSIN,45.054091,-87.727785,"7,803",2019,,WI,,1
Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln,NE,NEBRASKA,40.756017,-96.641266,"7,804",2019,,NE,,1
Wisconsin Indianhead Technical College,WI,WISCONSIN,45.747831,-91.916484,"7,805",2019,,WI,,1
Wisconsin Lutheran College,WI,WISCONSIN,43.036943,-88.022718,"2,440",2019,3,Northern Athletics Collegiate Conference,,1
Wisconsin School of Professional Psychology,WI,WISCONSIN,43.105054,-88.026735,"7,806",2019,,WI,,1
Wissahickon Senior High School (PA),PA,PENNSYLVANIA,,,,2019,HS,,X,1
Withlacoochee Technical College,FL,FLORIDA,28.834861,-82.345563,"7,807",2019,,FL,,1
Wittenberg University,OH,OHIO,39.934029,-83.815445,"2,441",2019,3,North Coast Athletic Conference,,1
Woden High School (TX),TX,,,,"2,442",2019,HS,TX,,1
Wofford College,SC,SOUTH CAROLINA,34.957914,-81.934572,"2,443",2019,1,Southern Conference,X,1
Wolford College,FL,FLORIDA,26.268251,-81.791959,"7,808",2019,,FL,,1
Won Institute of Graduate Studies,PA,PENNSYLVANIA,40.099259,-75.154419,"7,809",2019,,PA,,1
Wongu University of Oriental Medicine,NV,NEVADA,36.03274,-115.117581,"7,810",2019,,NV,,1
Wood County School of Practical Nursing,WV,WEST VIRGINIA,39.21676,-81.50573,"7,811",2019,,WV,,1
Wood Tobe-Coburn School,NY,NEW YORK,40.751775,-73.981291,"7,812",2019,,NY,,1
Woodbridge High School,CA,,,,"2,444",2019,HS,CA,,1
Woodbury University,CA,CALIFORNIA,34.208011,-118.341147,"7,813",2019,,CA,,1
Woodcreek High School (CA),CA,CALIFORNIA,,,,2019,HS,,X,1
Woodcrest Christian High School,CA,CALIFORNIA,,,"2,445",2019,HS,CA,X,1
Woodgrove High School (Virginia),VA,,,,"2,446",2019,HS,VA,X,1
Woodhaven High School (MI),MI,MICHIGAN,,,,2019,HS,,X,1
Woodland Community College,CA,CALIFORNIA,38.660562,-121.734242,"7,814",2019,,CA,,1
Woodland High School (CA),CA,CALIFORNIA,,,,2019,HS,,X,1
Woodridge High School,,,,,"2,447",2019,HS,,,1
Woodrow Wilson High School (TX),TX,,,,"2,448",2019,HS,TX,,1
Woodruff Medical Training and Testing,GA,GEORGIA,33.84552,-84.251931,"7,815",2019,,GA,,1
Woodside High School (CA),CA,CALIFORNIA,,,,2019,HS,,X,1
Woodson High School (Virginia),VA,,,,"2,449",2019,HS,VA,,1
Woodstock High School,GA,GEORGIA,,,"2,450",2019,HS,GA,X,1
Woodville High School (TX),TX,,,,"2,451",2019,HS,TX,,1
Woodward Beauty College,OK,OKLAHOMA,36.43489,-99.386572,"7,816",2019,,OK,,1
Wor-Wic Community College,MD,MARYLAND,38.373723,-75.499659,"7,817",2019,,MD,,1
Worcester Polytechnic Institute,MA,MASSACHUSETTS,42.275067,-71.808792,"2,452",2019,3,New England Women's and Men's Athletic Conference,X,1
Worcester State University,MA,MASSACHUSETTS,42.267534,-71.844019,"2,453",2019,3,Massachusetts State Collegiate Athletic Conference,,1
Word of Life Bible Institute,NY,NEW YORK,43.731024,-73.809237,"7,818",2019,,NY,,1
World Medicine Institute,HI,HAWAII,21.296439,-157.754719,"7,819",2019,,HI,,1
World Mission University,CA,CALIFORNIA,34.064918,-118.289484,"7,820",2019,,CA,,1
Worsham College of Mortuary Science,IL,ILLINOIS,42.147754,-87.927644,"7,821",2019,,IL,,1
Worthington Kilbourne High School,OH,,,,"2,454",2019,HS,OH,,1
